title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	treatment_protocol_ch1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	relation	cell type:ch1	time post-treatment:ch1	tissue:ch1	treatment agent:ch1
MemoryTcell-RO-activated-3 [HG-U133A]	GSM565292	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	CD4+ CD45RO+ CD45RA- T cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: CD4+ CD45RO+ CD45RA- T cells	treatment agent: aCD3/aCD28	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from activated memory T cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565292/suppl/GSM565292.CEL.gz	22283	Reanalyzed by: GSE86363	CD4+ CD45RO+ CD45RA- T cells	NA	peripheral blood	aCD3/aCD28
NKcell-control-1 [HG-U133A]	GSM565293	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	NK cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: NK cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting NK cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565293/suppl/GSM565293.CEL.gz	22283	Reanalyzed by: GSE86363	NK cells	NA	peripheral blood	NA
NKcell-control-2 [HG-U133A]	GSM565294	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	NK cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: NK cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting NK cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565294/suppl/GSM565294.CEL.gz	22283	Reanalyzed by: GSE86363	NK cells	NA	peripheral blood	NA
NKcell-control-3 [HG-U133A]	GSM565295	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	NK cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: NK cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting NK cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565295/suppl/GSM565295.CEL.gz	22283	Reanalyzed by: GSE86363	NK cells	NA	peripheral blood	NA
NKcell-control-4 [HG-U133A]	GSM565296	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	NK cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: NK cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting NK cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565296/suppl/GSM565296.CEL.gz	22283	Reanalyzed by: GSE86363	NK cells	NA	peripheral blood	NA
NKcell-IL2stimulated-1 [HG-U133A]	GSM565297	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	NK cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: NK cells	treatment agent: IL2	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from IL2-activated NK cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565297/suppl/GSM565297.CEL.gz	22283	Reanalyzed by: GSE86363	NK cells	NA	peripheral blood	IL2
NKcell-IL2stimulated-2 [HG-U133A]	GSM565298	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	NK cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: NK cells	treatment agent: IL2	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from IL2-activated NK cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565298/suppl/GSM565298.CEL.gz	22283	Reanalyzed by: GSE86363	NK cells	NA	peripheral blood	IL2
NKcell-IL2stimulated-3 [HG-U133A]	GSM565299	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	NK cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: NK cells	treatment agent: IL2	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from IL2-activated NK cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565299/suppl/GSM565299.CEL.gz	22283	Reanalyzed by: GSE86363	NK cells	NA	peripheral blood	IL2
NKcell-IL2stimulated-4 [HG-U133A]	GSM565300	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	NK cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: NK cells	treatment agent: IL2	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from IL2-activated NK cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565300/suppl/GSM565300.CEL.gz	22283	Reanalyzed by: GSE86363	NK cells	NA	peripheral blood	IL2
NKcell-IL2stimulated-5 [HG-U133A]	GSM565301	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	NK cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: NK cells	treatment agent: IL2	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from IL2-activated NK cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565301/suppl/GSM565301.CEL.gz	22283	Reanalyzed by: GSE86363	NK cells	NA	peripheral blood	IL2
NKcell-IL15stimulated-1 [HG-U133A]	GSM565302	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	NK cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: NK cells	treatment agent: IL15	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from IL15-activated NK cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565302/suppl/GSM565302.CEL.gz	22283	Reanalyzed by: GSE86363	NK cells	NA	peripheral blood	IL15
NKcell-IL15stimulated-2 [HG-U133A]	GSM565303	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	NK cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: NK cells	treatment agent: IL15	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from IL15-activated NK cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565303/suppl/GSM565303.CEL.gz	22283	Reanalyzed by: GSE86363	NK cells	NA	peripheral blood	IL15
NKcell-IL15stimulated-3 [HG-U133A]	GSM565304	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	NK cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: NK cells	treatment agent: IL15	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from IL15-activated NK cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565304/suppl/GSM565304.CEL.gz	22283	Reanalyzed by: GSE86363	NK cells	NA	peripheral blood	IL15
NKcell-IL15stimulated-4 [HG-U133A]	GSM565305	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	NK cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: NK cells	treatment agent: IL15	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from IL15-activated NK cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565305/suppl/GSM565305.CEL.gz	22283	Reanalyzed by: GSE86363	NK cells	NA	peripheral blood	IL15
NKcell-IL15stimulated-5 [HG-U133A]	GSM565306	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	NK cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: NK cells	treatment agent: IL15	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from IL15-activated NK cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565306/suppl/GSM565306.CEL.gz	22283	Reanalyzed by: GSE86363	NK cells	NA	peripheral blood	IL15
NKcell-IL15stimulated-6 [HG-U133A]	GSM565307	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	NK cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: NK cells	treatment agent: IL15	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from IL15-activated NK cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565307/suppl/GSM565307.CEL.gz	22283	Reanalyzed by: GSE86363	NK cells	NA	peripheral blood	IL15
Bcell-naïve-1 [HG-U133A]	GSM565308	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	B cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: B cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from naïve B cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565308/suppl/GSM565308.CEL.gz	22283	Reanalyzed by: GSE86363	B cells	NA	peripheral blood	NA
Bcell-naïve-2 [HG-U133A]	GSM565309	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	B cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: B cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from naïve B cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565309/suppl/GSM565309.CEL.gz	22283	Reanalyzed by: GSE86363	B cells	NA	peripheral blood	NA
Bcell-naïve-3 [HG-U133A]	GSM565310	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	B cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: B cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from naïve B cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565310/suppl/GSM565310.CEL.gz	22283	Reanalyzed by: GSE86363	B cells	NA	peripheral blood	NA
Bcell-naïve-4 [HG-U133A]	GSM565311	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	B cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: B cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from naïve B cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565311/suppl/GSM565311.CEL.gz	22283	Reanalyzed by: GSE86363	B cells	NA	peripheral blood	NA
Bcell-naïve-5 [HG-U133A]	GSM565312	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	B cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: B cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from naïve B cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565312/suppl/GSM565312.CEL.gz	22283	Reanalyzed by: GSE86363	B cells	NA	peripheral blood	NA
Bcell-naïve-6 [HG-U133A]	GSM565313	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	B cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: B cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from naïve B cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565313/suppl/GSM565313.CEL.gz	22283	Reanalyzed by: GSE86363	B cells	NA	peripheral blood	NA
Bcell-naïve-7 [HG-U133A]	GSM565314	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	B cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: B cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from naïve B cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565314/suppl/GSM565314.CEL.gz	22283	Reanalyzed by: GSE86363	B cells	NA	peripheral blood	NA
Bcell-Memory_IgG_IgA-1 [HG-U133A]	GSM565315	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	B cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: IgG/IgA memory B cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from IgG/IgA memory B cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565315/suppl/GSM565315.CEL.gz	22283	Reanalyzed by: GSE86363	IgG/IgA memory B cells	NA	peripheral blood	NA
Bcell-Memory_IgG_IgA-2 [HG-U133A]	GSM565316	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	B cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: IgG/IgA memory B cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from IgG/IgA memory B cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565316/suppl/GSM565316.CEL.gz	22283	Reanalyzed by: GSE86363	IgG/IgA memory B cells	NA	peripheral blood	NA
