Hugo	CD4+_T_cells_BGI_output2	CD4+_T_cells_BGI_output1	CD4+_T_cells_BGI_output3	CD8+_T_cells_BGI_output2	Monocytes_BGI_output2	Monocytes_BGI_output3	Monocytes_BGI	CD8+_T_cells_BGI_output3	Monocytes_BGI_output1	CD8+_T_cells_BGI	CD8+_T_cells_BGI_output1	CD4+_T_cells_BGI
CSPG4	0.00352898	0.00352844	0.00352898	0.00317744	0.00839263	0.00839263	0.0139894	0.00317825	0.00839401	0.00317906	0.00317744	0.00352732
CSPG4P10	1.1075716999999998	1.1073940999999998	1.1075716999999998	2.298642	0.0442848	0.0442848	0.0519855	2.299206	0.0442916	1.897308	2.298642	1.027917
CSPG4P11	0.115822	0.115805	0.115822	0.203885	0	0	0	0.203935	0	0.173028	0.203885	0.118398
CSPG4P12	0.215941	0.215907	0.215941	0.344794	0.0911489	0.0911489	0.0763776	0.344887	0.0911641	0.3504	0.344794	0.166585
CSPG4P13	0	0	0	0	0	0	0	0	0	0	0	0
CSPG4P3Y	0	0	0	0	0	0	0	0	0	0	0	0
CSPG4P4Y	0	0	0	0	0	0	0	0	0	0	0	0
CSPG4P5	0	0	0	0	0	0	0	0	0	0	0	0
CSPG5	0.1937138	0.19368950000000001	0.1937138	0.0538365	0.02388038091	0.02388038091	0.023883283169	0.0538476	0.023883981082999998	0.0673274	0.0538365	0.1629247
CSPP1	6.623109	6.622545	6.623109	7.242618299999999	3.9753968	3.9753968	4.039749	7.2435130999999995	3.9762296000000004	7.1039731999999995	7.242618299999999	6.723043
CSRNP1	478.875	478.809	478.875	403.402438	143.098	143.098	143.154	403.494452	143.12	404.78610000000003	403.402438	474.60060599999997
CSRNP2	9.612541	9.611986	9.612541	9.115682	2.2052006	2.2052006	2.6245678	9.116578	2.2056163	9.556412	9.115682	8.280307
CSRNP3	0.00250189	0.00250151	0.00250189	0	0	0	0	0	0	0.00224781	0	0.00498536
CSRP1	39.343403200000004	39.3395907	39.343403200000004	32.591268	54.306462	54.306462	54.04809887	32.596447999999995	54.314645	32.615762	32.591268	40.57373
CSRP2	0.206727	0.206695	0.206727	0.900909	0.0829047	0.0829047	0.099951	0.9009799999999999	0.0829179	0.597871	0.900909	0.252683
CSRP3	0.0915032	0.0914935	0.0915032	0	0.0178973	0.0178973	0.0178573	0	0.0178998	0	0	0.0226279
CST1	0	0	0	0	0	0	0	0	0	0	0	0
CST11	0	0	0	0	0	0	0	0	0	0	0	0
CST12P	0	0	0	0	0	0	0	0	0	0	0	0
CST13P	0	0	0	0	0	0	0	0	0	0.100765	0	0
CST2	0	0	0	0	0	0	0	0	0	0	0	0
CST2P1	0	0	0	0	0	0	0	0	0	0	0	0
CST3	60.142304	60.13887	60.142304	34.09534	1880.3223500000001	1880.3223500000001	1878.6817999999998	34.098081	1880.8210000000001	34.688362	34.09534	60.458098
CST4	0	0	0	0	0	0	0	0	0	0	0	0
CST5	0	0	0	0	0	0	0	0	0	0	0	0
CST6	0.0964973	0.0964931	0.0964973	0	0.771988	0.771988	0.656366	0	0.772187	0.0879978	0	0.0482461
CST7	58.7121	58.708	58.7121	310.285	4.18789	4.18789	4.09862	310.318	4.1884	310.783	310.285	58.0662
CST8	0	0	0	0	0	0	0	0	0	0	0	0
CST9	0	0	0	0	0	0	0	0	0	0	0	0
CST9L	0	0	0	0.0328001	0	0	0	0.0328039	0	0.0656266	0.0328001	0
CST9LP1	0	0	0	0	0	0	0	0	0	0	0	0
CST9LP2	0	0	0	0	0	0	0	0	0	0	0	0
CSTA	0.195628	0.19562	0.195628	0.445965	300.73704	300.73704	303.35534	0.44599	300.81462	0.446073	0.445965	0.244523
CSTB	27.06777	27.064330000000002	27.06777	23.56014	70.177736	70.177736	70.4702043	23.56515	70.1883508	24.14563	23.56014	27.92598
CSTF1	15.52931	15.52915	15.52931	11.674506	3.92046	3.92046	4.213795	11.675794	3.921077	11.55155407503	11.674506	14.438
CSTF2	7.7656600000000005	7.764709999999999	7.7656600000000005	8.278599999999999	3.70735	3.70735	3.493658	8.28026	3.707901	7.9573290000000005	8.278599999999999	7.83645
CSTF2T	6.48392	6.48299	6.48392	5.31282	4.17989	4.17989	4.28434	5.31408	4.18056	5.35483	5.31282	6.32834
CSTF3	17.506517	17.507356	17.506517	17.404025999999998	9.81912	9.81912	11.690644	17.403903	9.821732	15.762588	17.404025999999998	16.709854
CSTL1	0.381397	0.381477	0.381397	0	0	0	0	0	0	0.13047	0	0.313615
CSTP1	0	0	0	0.41757	0	0	0	0.41749000000000003	0	0.208808	0.41757	0
CSTP2	0	0	0	0	0	0	0	0	0	0	0	0
CT45A1	0	0	0	0	0	0	0	0	0	0	0	0
CT45A10	0	0	0	0	0	0	0	0	0	0	0	0
CT45A11P	0.0295823	0.0295797	0.0295823	0.187805	0.165052	0.165052	0.235816	0.187832	0.165074	0.107363	0.187805	0.147878
CT45A2	0	0	0	0	0	0	0	0	0	0	0	0
CT45A3	0	0	0	0	0	0	0	0	0	0	0	0
CT45A5	0	0	0	0	0	0	0	0	0	0	0	0
CT45A6	0	0	0	0	0	0	0	0	0	0	0	0
CT45A7	0	0	0	0	0	0	0	0	0	0	0	0
CT45A8	0	0	0	0	0	0	0	0	0	0	0	0
CT45A9	0	0	0	0	0	0	0	0	0	0	0	0
CT47A1	0	0	0	0	0	0	0	0	0	0.0248125	0	0
CT47A10	0	0	0	0	0	0	0	0	0	1.0624e-6	0	0
CT47A11	0	0	0	0	0	0	0	0	0	5.87443e-5	0	0
CT47A12	0	0	0	0.0519825	0	0	0	0.05199	0	0.00238924	0.0519825	0.0286588
CT47A2	0	0	0	0	0	0	0	0	0	1.0624e-6	0	0
CT47A3	0	0	0	0	0	0	0	0	0	1.0624e-6	0	0
CT47A4	0	0	0	0	0	0	0	0	0	1.0624e-6	0	0
CT47A5	0	0	0	0	0	0	0	0	0	1.0624e-6	0	0
CT47A6	0	0	0	0	0	0	0	0	0	1.0624e-6	0	0
CT47A7	0	0	0	0	0	0	0	0	0	0.0248125	0	0
CT47A8	0	0	0	0	0	0	0	0	0	1.0624e-6	0	0
CT47A9	0	0	0	0	0	0	0	0	0	1.0624e-6	0	0
CT47B1	0	0	0	0	0	0	0	0	0	0	0	0
CT55	0.036684	0.0366798	0.036684	0	0	0	0.0291742	0	0	0	0	0.0550078
CT62	0	0	0	0.0637361	0	0	0	0.0637436	0	0.0637618	0.0637361	0
CT83	0	0	0	0	0	0	0	0	0	0	0	0
CTAG1A	0.0691493	0.069144	0.0691493	0	0.0262231	0.0262231	0.0393453	0	0.0262299	0	0	0.0691526
CTAG1B	8.62849e-5	8.62297e-5	8.62849e-5	0.0625005	0.0262231	0.0262231	0.0393453	0.062508	0.0262299	0.0625259	0.0625005	7.05894e-5
CTAG2	0	0	0	0	0.0262231	0.0262231	0	0	0.0262299	0	0	0
CTAGE1	0	0	0	0	0	0	0	0	0	0	0	0
CTAGE10P	0	0	0	0	0.00836546	0.00836546	0.00170931	0	0.00836718	0	0	0
CTAGE11P	0.0262259	0.0262225	0.0262259	0	0	0	0	0	0	0	0	0.0262156
CTAGE12P	0	0	0	0	0	0	0	0	0	0	0	0
CTAGE13P	0	0	0	0.0113531	0	0	0	0.0113555	0	0.0113584	0.0113531	0
CTAGE14P	0	0	0	0	0	0	0	0	0	0	0	0
CTAGE15	0	0	0	0.0865048	0.0336604	0.0336604	0.0247974	0.0865254	0.0336656	0	0.0865048	0
CTAGE16P	0	0	0	0	0	0	0	0	0	0	0	0
CTAGE3P	0.0128049	0.0128033	0.0128049	0.0462364	0.0221397	0.0221397	0.00846027	0.0462463	0.0221426	0.0231293	0.0462364	0.0128
CTAGE4	0.0271127	0.0271087	0.0271127	0.421606	0	0	0	0.4217	0	0.419893	0.421606	0.2263212
CTAGE5	21.08373734618	21.081702444327	21.08373734618	25.57734021638412	21.6459856	21.6459856	22.1271814	25.58019521634325	21.6490118	24.722503251	25.57734021638412	20.90989479477048
CTAGE6	0.1067588	0.1067448	0.1067588	0.21716	0	0	0	0.217208	0	0.1659986	0.21716	0.20914
CTAGE7P	0.113621	0.113606	0.113621	0.171049	0.100269	0.100269	0.140393	0.171085	0.100284	0.125495	0.171049	0.100957
CTAGE8	0.37789	0.37784	0.37789	0	0	0	0	0	0	0	0	0.1068138
CTAGE9	0	0	0	0	0	0	0	0	0	0.037613	0	0
CTBP1	135.012499	135.019694	135.012499	137.27831	97.661771	97.661771	104.565487	137.27338	97.684256	134.24567539999998	137.27831	134.148896
CTBP2	1.232022	1.231922	1.232022	3.3930828	29.5269228	29.5269228	29.544716	3.3932417	29.532503799999997	2.7024817999999997	3.3930828	1.199693
CTBP2P1	0	0	0	0	0	0	0	0	0	0	0	0
CTBP2P2	0	0	0	0	0	0	0	0	0	0.0222187	0	0
CTBP2P3	0	0	0	0.02383	0	0	0	0.0238337	0	0.0296658	0.02383	0
CTBP2P4	0.21191	0.211896	0.21191	0.0690236	0	0	0	0.0690308	0	0.0358367	0.0690236	0.119545
CTBP2P5	0	0	0	0	0	0	0	0	0	0	0	0.0260772
CTBP2P6	0.161651	0.161635	0.161651	0.0732496	0	0	0.0214648	0.0732608	0	0.0917394	0.0732496	0.134675
CTBP2P7	0	0	0	0	0	0	0	0	0	0.0240851	0	0
CTBP2P8	0	0	0	0	0.0392162	0.0392162	0.0196105	0	0.0392216	0	0	0
CTBS	13.83291	13.83118	13.83291	8.803681000000001	17.60022	17.60022	17.985495	8.805461	17.60285	8.371246704099999	8.803681000000001	14.044211505
CTC1	88.523395	88.53045399999999	88.523395	113.45264900000001	16.771614	16.771614	16.213773	113.435681	16.77681	114.188303	113.45264900000001	87.037944
CTCF	41.10539930011044	41.10039760011045	41.10539930011044	34.1962875	15.083128740063495	15.083128740063495	14.657766682	34.2031053	15.08543810006351	34.48860104	34.1962875	39.89677300109568
CTCFL	0.6100068000000001	0.6099336	0.6100068000000001	1.1311195	0.47908589999999995	0.47908589999999995	0.559088	1.1313382	0.47915420000000003	1.1277953	1.1311195	0.7162928000000001
CTDNEP1	57.683667	57.683389	57.683667	62.606761999999996	117.14953899999999	117.14953899999999	121.34520599999999	62.60472600000001	117.199642	66.340012	62.606761999999996	62.468650000000004
CTDP1	12.169096	12.168448999999999	12.169096	15.1022288	14.3682011	14.3682011	13.9921807	15.103620000000001	14.3705109	15.0736428	15.1022288	13.08787
CTDSP1	93.30027	93.29503	93.30027	82.80700999999999	248.08610000000002	248.08610000000002	250.323341	82.816355	248.117294	84.709592	82.80700999999999	93.73897
CTDSP2	76.85741	76.85413	76.85741	52.605728	65.12504899999999	65.12504899999999	66.0487716	52.608816	65.138398	53.262975000000004	52.605728	76.31366
CTDSPL	0.8124911	0.8125089000000001	0.8124911	0.245117	0.8792267	0.8792267	0.987383	0.245135	0.8794316	0.4041704	0.245117	0.74474323
CTDSPL2	29.6225528	29.6237603	29.6225528	21.98442	6.515646	6.515646	6.466131	21.985067	6.5169299999999994	22.859704	21.98442	28.9921541
CTF1	0.388487	0.388443	0.388487	0.268969	0.440062	0.440062	0.49395629999999996	0.269019	0.440126	0.269478	0.268969	0.308622
CTF2P	0	0	0	0	0	0	0	0	0	0	0	0
CTGF	0	0	0	0.0119059	0	0	0	0.0119085	0	0.0119116	0.0119059	0
CTH	3.9613919999999996	3.961387	3.9613919999999996	4.72104	0.9562004350000001	0.9562004350000001	0.8034195000000001	4.72123	0.956473973	4.269577	4.72104	3.868505
CTHRC1	0	0	0	0.1583127	0.113429	0.113429	0.0567284	0.1583105	0.11346	0.1169139	0.1583127	0
CTHRC1P1	0	0	0	0.608684	0	0	0	0.608603	0	0.434714	0.608684	0
CTIF	1.2531608	1.2529804	1.2531608	2.7799622	9.0398692	9.0398692	9.834953	2.7792734	9.0415706	2.1745726	2.7799622	1.313426
CTLA4	57.02523	57.03083	57.02523	18.826251	0.0945951	0.0945951	0.0786026	18.828109	0.0946038	19.981713	18.826251	59.37527
CTNNA1	13.256831	13.262847	13.256831	9.8953124	42.951055700407004	42.951055700407004	48.93730021314	9.8923114	42.945497000626	7.5942835	9.8953124	11.735341
CTNNA1P1	0	0	0	0	0	0	0	0	0	0	0	0
CTNNA2	0.0705267	0.0705165	0.0705267	0.0926374	0.0557515	0.0557515	0.0445585	0.0926597	0.0557604	0.08866489999999999	0.0926374	0.0699842
CTNNA3	0	0	0	0	0	0	0	0	0	0	0	0.05396989
CTNNAL1	1.872842	1.872597	1.872842	2.4786829	0.24333000226433	0.24333000226433	0.2433959	2.4788864999999998	0.24339500226521002	1.9566922	2.4786829	2.117168
CTNNB1	77.01116670663298	77.00468157858168	77.01116670663298	97.88508975	137.78405417	137.78405417	139.6618227	97.88012365	137.80446645	94.0440542	97.88508975	74.183975270827
CTNNBIP1	6.3037189	6.3041618999999995	6.3037189	7.054323999999999	28.96695	28.96695	28.93083	7.05393	28.9755	7.699357	7.054323999999999	6.506488
CTNNBL1	14.46526464641	14.47209065158	14.46526464641	11.582937000000001	37.4872457	37.4872457	37.1325095205	11.573276	37.5020319	14.311434	11.582937000000001	12.298599058815899
CTNND1	5.073975033756932	5.073825153875265	5.073975033756932	6.134807000059927	16.84914401983728	16.84914401983728	17.181758411609298	6.135375000059678	16.852514019840896	6.252145404175755	6.134807000059927	5.061708884991268
CTNND2	0.31100660872316	0.31101670871177	0.31100660872316	0.00918092	0	0	0	0.00918299	0	0.0220472	0.00918092	0.19967798292601
CTNS	6.7491579999999995	6.748886000000001	6.7491579999999995	7.596326	11.024321	11.024321	10.03732	7.597171	11.026483	7.41978	7.596326	6.738548
CTPS1	22.4167048	22.4192293	22.4167048	46.465345	7.0497399	7.0497399	7.4359679	46.460991	7.0520758	49.544971000000004	46.465345	27.401002300000002
CTPS2	2.068093732	2.067868819	2.068093732	2.973996	1.8046373999999998	1.8046373999999998	1.921071	2.9742990000000002	1.8049323	3.314356	2.973996	1.9258450951908
CTR9	21.126162	21.12617	21.126162	23.353922999999998	6.4848082	6.4848082	6.6911824	23.355041	6.4860449000000004	22.80102	23.353922999999998	22.281878
CTRB1	0.0517662	0.0517611	0.0517662	0.1002187	0	0	0	0.1002298	0	0.1376003	0.1002187	0.0516717
CTRB2	0.0725262	0.0725272	0.0725262	0	0	0	0	0	0	0.0433671	0	0.145085
CTRC	1.2368117	1.2371977	1.2368117	2.1603410000000003	0.580281	0.580281	0.660772	2.160453	0.580437	2.156726	2.1603410000000003	1.0314755
CTRL	8.695553	8.695549	8.695553	12.681807000000001	7.387530999999999	7.387530999999999	7.796793	12.681565	7.389413	12.551177	12.681807000000001	9.453783
CTSA	60.883249	60.881633	60.883249	72.258325	231.39519099999998	231.39519099999998	234.208701	72.261906	231.442701	74.3728969	72.258325	59.3164864
CTSB	45.733021	45.734852000000004	45.733021	14.388135	533.3788940000001	533.3788940000001	529.349617	14.386917	533.46037	14.518805	14.388135	46.483213
CTSC	29.123958	29.122261	29.123958	29.666628	107.788642	107.788642	106.015816	29.66811	107.802132	30.601340999999998	29.666628	30.023372000000002
CTSD	77.362409	77.364267	77.362409	73.2295446195	1482.540291	1482.540291	1484.648707	73.2331386132	1482.6926839999999	71.62449875098	73.2295446195	76.284908
CTSE	0.0150417	0.0150399	0.0150417	0	0	0	0.0119542	0	0	0	0	0.0150363
CTSF	10.03688	10.036241	10.03688	13.485541000000001	1.519285	1.519285	1.2225471	13.485959999999999	1.519543	12.463299	13.485541000000001	9.169143
CTSG	0.238521	0.238505	0.238521	0	0.254028	0.254028	0.127029	0	0.254058	0.0361689	0	0.198741
CTSH	52.200792	52.199465000000004	52.200792	17.681377	656.137784	656.137784	660.3817280000001	17.681473	656.262933	18.72584275786	17.681377	53.398578
CTSK	7.5762599999999996	7.57549	7.5762599999999996	10.837683	9.986920999999999	9.986920999999999	9.720051	10.839319999999999	9.988512	10.704827	10.837683	7.869001
CTSL	2.314772	2.314644	2.314772	0.933708	5.310922	5.310922	4.668181	0.933407	5.311442	1.1092309	0.933708	1.860309
CTSL3P	0	0	0	0	0	0	0	0	0	0	0	0
CTSLP1	0	0	0	0	0	0	0	0	0	0	0	0
CTSLP2	0	0	0	0	0	0	0	0	0	0	0	0
CTSLP4	0	0	0	0	0	0	0	0	0	0	0	0
CTSLP6	0	0	0	0	0	0	0	0	0	0	0	0
CTSLP8	0	0	0	0	0	0	0	0	0	0	0	0
CTSO	5.0989	5.0982	5.0989	5.41564	14.59966	14.59966	14.60144	5.41686	14.60194	5.07498	5.41564	5.6106
CTSS	111.38402	111.37999	111.38402	71.64449	1685.25337	1685.25337	1686.7581619999999	71.64753	1685.61979	72.48346000000001	71.64449	109.99221
CTSV	0.205901	0.205871	0.205901	0.242442	0.0854216	0.0854216	0.0743567	0.2425	0.0854353	0.231877	0.242442	0.175496
CTSW	21.695531000000003	21.693455999999998	21.695531000000003	156.42866	1.291461	1.291461	1.388133	156.45282	1.291714	154.897367	156.42866	21.379173
CTSZ	35.446364	35.442816	35.446364	18.231474	602.97604	602.97604	607.68321	18.234635	603.06262	18.892832000000002	18.231474	35.481170999999996
CTTN	0.0920311	0.0920184	0.0920311	0.4536885	0.0225765	0.0225765	0.0411682	0.4536089	0.0225801	0.057649000000000006	0.4536885	0.0965169
CTTNBP2	0	0	0	0	0.3791112	0.3791112	0.490858	0	0.3792211	0.0636278	0	0
CTTNBP2NL	0.3960156	0.3960009	0.3960156	0.142311	0.123743	0.123743	0.252341	0.142335	0.123759	0.175847	0.142311	0.3493754
CTU1	2.80431	2.80396	2.80431	2.23655	4.19595	4.19595	4.23202	2.23701	4.19658	2.03541	2.23655	2.59453
CTU2	33.574695	33.573842	33.574695	61.373342	15.723655	15.723655	14.295236930613	61.374016	15.727101	59.792629999999996	61.373342	34.981271
CTXN1	0.0516977	0.0516926	0.0516977	0.327865	0	0	0	0.327916	0	0.164004	0.327865	0.0516841
CTXN2	0	0	0	0	0	0	0	0	0	0	0	0
CTXN3	0	0	0	0	0	0	0	0	0	0	0	0
CTXND1	0.0482605	0.0482532	0.0482605	0.0310287	0.0384031	0.0384031	0.0456813	0.0310365	0.0384094	0.0390761	0.0310287	0.043642
CTXND2	0.0269418	0.0269392	0.0269418	0	0	0	0	0	0	0	0	0.026935
CUBN	1.27363	1.27343	1.27363	1.7136639999999999	0.7677645	0.7677645	0.45219159999999997	1.7140659999999999	0.767987	1.590642	1.7136639999999999	1.3247597
CUBNP1	0	0	0	0	0	0	0	0	0	0	0	0
CUBNP2	0	0	0	0	0	0	0	0	0	0	0	0
CUBNP3	0	0	0	0	0	0	0	0	0	0	0	0
CUEDC1	1.029439	1.0294106	1.029439	1.0468747999999999	40.39886700023846	40.39886700023846	38.534086854799	1.0469113	40.41034400023	0.636193	1.0468747999999999	0.9868719
CUEDC2	28.25393	28.25188	28.25393	29.98306	52.944430000000004	52.944430000000004	54.15515	29.98565	52.95186	30.190488	29.98306	28.562559999999998
CUL1	32.23015	32.225761999999996	32.23015	29.416794	24.839861	24.839861	25.299825600000002	29.423401	24.843704	29.740813	29.416794	32.563736999999996
CUL1P1	0	0	0	0	0	0	0	0	0	0	0	0
CUL2	23.0635993	23.0612776	23.0635993	21.596561	7.828662	7.828662	7.1538298	21.6001825	7.830281	22.6488329111035	21.596561	22.5742964
CUL3	54.566266999999996	54.564350999999995	54.566266999999996	74.878127	34.6060705	34.6060705	34.4291127	74.87736	34.6155488	75.758084	74.878127	54.791603
CUL4A	48.627522	48.622486	48.627522	58.450473	31.290101	31.290101	31.473985	58.453656	31.296674	57.577569000000004	58.450473	50.387753504
CUL4AP1	0	0	0	0	0	0	0	0	0	0	0	0
CUL4B	21.4508472	21.448357	21.4508472	17.388147	13.171694	13.171694	13.497725	17.391643	13.17386	17.60594	17.388147	21.1971168
CUL5	32.20067	32.202220000000004	32.20067	25.895311	13.2015744	13.2015744	14.014855	25.891313	13.202050999999999	28.349524	25.895311	30.41751
CUL7	7.10307	7.1024	7.10307	6.9555	5.99181	5.99181	5.572814	6.95646	5.99308	7.10055	6.9555	7.00176
CUL9	45.968029009999995	45.96965912	45.968029009999995	63.73544600863808	31.03455408075	31.03455408075	31.966972171	63.72825000862946	31.04273501581	64.5576653332	63.73544600863808	47.617681976
CUTA	160.543857	160.538023	160.543857	142.9468	100.6396474094	100.6396474094	100.47388099999999	142.95357099999998	100.6668209464	144.108018	142.9468	163.284664
CUTALP	32.681437	32.679499	32.681437	32.414303000000004	10.519055700000001	10.519055700000001	10.9271812	32.416795	10.5214098	32.556721	32.414303000000004	32.776498000000004
CUTC	15.499412999999999	15.498016	15.499412999999999	12.784027	15.155575	15.155575	15.3522455	12.786114000000001	15.157732000000001	13.245146	12.784027	15.778506
CUX1	11.43213154134	11.43081186871	11.43213154134	10.87654400383468	68.17328476510001	68.17328476510001	65.97103223313	10.87839600383551	68.1835031685	11.18067341	10.87654400383468	12.0137623578221
CUX2	0	0	0	0	0	0	0	0	0	0	0	0
CUX2P1	0	0	0	0	0	0	0	0	0	0	0	0
CUZD1	0.6328768	0.6327911	0.6328768	0.526759	0.0941391	0.0941391	0.0702116	0.526885	0.0941534	0.514594	0.526759	0.6000537
CWC15	73.291704	73.290408	73.291704	81.564202	46.872201	46.872201	48.147282	81.564939999999993	46.883493	84.569507	81.564202	74.578494
CWC22	13.439240000000002	13.4374	13.439240000000002	12.75178	5.785993	5.785993	6.1059149999999995	12.754629999999999	5.786906	12.99026	12.75178	13.11615
CWC25	53.496458000000004	53.493256	53.496458000000004	61.493226	32.376698	32.376698	32.24697801262402	61.49977	32.383324	63.833616	61.493226	51.702138
CWC27	13.915087	13.913343	13.915087	11.6288	12.4376879	12.4376879	11.535113	11.63118	12.439164100000001	11.25647	11.6288	14.573718
CWF19L1	33.865187999999996	33.862955	33.865187999999996	44.196803	18.476873	18.476873	18.642103	44.200211	18.480394	43.700048	44.196803	35.26607
CWF19L2	8.008115	8.007047	8.008115	6.4945699999999995	2.91664	2.91664	2.62457	6.495956	2.9171	6.55584	6.4945699999999995	7.632639
CWH43	0	0	0	0.0394309	0	0	0	0.0394391	0	0.0131498	0.0394309	0
CX3CL1	0.0374535	0.0374479	0.0374535	0.105086	0.0126622	0.0126622	0.050052239000000005	0.105112	0.0126643	0.0732295	0.105086	0.0671418
CX3CR1	0.17547800828244	0.17545400827799	0.17547800828244	1.20461400014738	19.871043	19.871043	19.633331	1.204890000147551	19.874149000000003	1.3720213730000002	1.20461400014738	0.17540600500832002
CXADR	0.507244	0.507195	0.507244	0.113271	0	0	0	0.113289	0	0.138349	0.113271	0.41602
CXADRP1	0	0	0	0.0559276	0	0	0	0.0559352	0	0.0279755	0.0559276	0
CXADRP2	0	0	0	0.0256194	0.0440578	0.0440578	0.0219706	0.0256222	0.0440632	0.0460344	0.0256194	0
CXADRP3	0	0	0	0	0	0	0	0	0	0	0	0
CXCL1	0.0615126	0.0615073	0.0615126	0	36.70558	36.70558	36.257329999999996	0	36.71112	0	0	0.0307497
CXCL10	0	0	0	0	9.03751	9.03751	9.01598	0	9.03871	0	0	0
CXCL11	0.0198946	0.0198924	0.0198946	0.0179945	0.569702	0.569702	0.569771	0.0179978	0.569784	0.0360054	0.0179945	0.0198883
CXCL12	0	0	0	0.0230334	0	0	0.0257757	0.0230388	0	0.00768158	0.0230334	0
CXCL13	0.110466	0.110455	0.110466	0	0	0	0	0	0	0.0250434	0	0.138048
CXCL14	0	0	0	0.0561203	0	0	0	0.0561306	0	0.0181485	0.0561203	0
CXCL16	4.779142	4.779147	4.779142	9.901182	106.11947	106.11947	105.36401000000001	9.901693	106.14351	10.551763000000001	9.901182	5.5643579999999995
CXCL17	0	0	0	0	0.0907361	0.0907361	0.0226867	0	0.0907482	0	0	0
CXCL1P1	0	0	0	0	0	0	0.366918	0	0	0	0	0
CXCL2	0.784969	0.784917	0.784969	0.278505	246.714	246.714	245.3222	0.278522	246.7637	0.35689329999999997	0.278505	0.577673
CXCL3	0.184866	0.184864	0.184866	0	27.851960000000002	27.851960000000002	29.6779182	0	27.857010000000002	0	0	0.123253
CXCL5	0	0	0	0.119947	0.172707	0.172707	0.163132	0.119973	0.172734	0.0763666	0.119947	0
CXCL6	0	0	0	0	0.176155	0.176155	0.220221	0	0.176181	0	0	0
CXCL8	3.716332	3.7160029999999997	3.716332	1.5188939	1275.536	1275.536	1270.133	1.5191588	1275.783	1.2613434000000001	1.5188939	3.736785
CXCL9	0.0890741	0.0890621	0.0890741	0.0401853	2.73172	2.73172	2.45796	0.0401942	2.73214	0.0402047	0.0401853	0.122428
CXCR1	0.0987357	0.0987227	0.0987357	0.0334192	0.31366	0.31366	0.401926	0.0334265	0.313708	0.0445804	0.0334192	0.0370115
CXCR2	0.0644035	0.0643948	0.0644035	0.23009800000000002	0.788562	0.788562	0.805439	0.23009600000000002	0.788685	0.115146108	0.23009800000000002	0.0643538
CXCR2P1	0.0946028	0.0945948	0.0946028	0.057230600000000006	5.76539	5.76539	5.61999	0.0572382	5.76628	0.0442934	0.057230600000000006	0.0367741
CXCR3	31.41641	31.41288	31.41641	74.7333	0.1406616	0.1406616	0.1031262	74.7471	0.1406819	73.8559	74.7333	30.94191
CXCR4	2366.333	2366.064	2366.333	2701.925	337.831	337.831	336.5111	2702.4320000000002	337.88	2713.654	2701.925	2378.963
CXCR5	41.7613	41.757	41.7613	28.5459	2.88361	2.88361	2.51868	28.5472	2.88402	29.6906	28.5459	41.836
CXCR6	1.767823	1.767615	1.767823	1.3500505999999999	0.0517342	0.0517342	0.0511645	1.350309	0.0517423	1.326574	1.3500505999999999	2.09551
CXorf21	1.20646	1.20631	1.20646	0.44745	10.5018	10.5018	10.8157	0.447538	10.5033	0.396673	0.44745	1.16261
CXorf36	0.0451308	0.0451242	0.0451308	0.1154568	0.2875453	0.2875453	0.5430983	0.1154851	0.2875907	0.3086083	0.1154568	0.067061
CXorf38	8.866025	8.864859	8.866025	8.173397	15.000515	15.000515	14.879309	8.175225000000001	15.002856	7.946429	8.173397	8.674751
CXorf40A	59.1464890015241	59.14562300153999	59.1464890015241	71.473794	14.292047	14.292047	13.915797999999999	71.473874	14.293903	68.51598	71.473794	58.886528
CXorf40B	58.463987	58.460095	58.463987	78.93625	34.407949	34.407949	34.492692	78.944466	34.413813	78.37868499999999	78.93625	58.058559
CXorf49	0	0	0	0.035881300000000005	0	0	0	0.0358789	0	0.0358802	0.035881300000000005	0
CXorf49B	0	0	0	0.035881300000000005	0	0	0	0.0358789	0	0.0358802	0.035881300000000005	0
CXorf51A	0	0	0	0	0	0	0	0	0	0	0	0
CXorf51B	0	0	0	0	0	0	0	0	0	0	0	0
CXorf56	19.796603	19.795583	19.796603	18.930680000000002	14.150462	14.150462	13.001213	18.93195	14.153018999999999	19.89096	18.930680000000002	18.8204
CXorf57	12.226957	12.226667	12.226957	16.011689	0.12011150000000001	0.12011150000000001	0.0641557	16.011613	0.12013579999999999	15.2178	16.011689	12.185474
CXorf58	0.0541941	0.0541877	0.0541941	0	0	0	0	0	0	0	0	0.0180586
CXorf65	27.837139999999998	27.85181	27.837139999999998	67.24766	4.93583	4.93583	5.965158000000001	67.21364	4.931993	67.19181999999999	67.24766	27.261049999999997
CXorf66	0	0	0	0	0	0	0	0	0	0	0	0
CXorf67	0.178776	0.178754	0.178776	0.117482	0	0	0	0.117505	0	0.102845	0.117482	0.162467
CXXC1	115.136226	115.141756	115.136226	146.1922550283966	101.15808	101.15808	100.14953	146.1852130269281	101.19834	146.598063	146.1922550283966	122.557235
CXXC1P1	0	0	0	0.0299155	0	0	0.0131591	0.0299214	0	0.0299295	0.0299155	0
CXXC4	0.0318741	0.0318694	0.0318741	0.0623301	0.00422146	0.00422146	0.00849723	0.0623455	0.00422215	0.071954	0.0623301	0.021246
