GSM,GSE,GPL,val,technology,title,ReadLength,cell.type,ReadsType
GSM1576425,GSE64655,GPL11154,primary human myeloid DC,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,myeloid.dendritic.cells,PAIRED
GSM1576401,GSE64655,GPL11154,primary human monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM1576405,GSE64655,GPL11154,primary human neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,neutrophils,PAIRED
GSM1576397,GSE64655,GPL11154,primary human myeloid DC,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,myeloid.dendritic.cells,PAIRED
GSM1576409,GSE64655,GPL11154,primary human NK cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,NK.cells,PAIRED
GSM1576426,GSE64655,GPL11154,primary human myeloid DC,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,myeloid.dendritic.cells,PAIRED
GSM1576393,GSE64655,GPL11154,primary human B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM1576399,GSE64655,GPL11154,primary human monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM1576424,GSE64655,GPL11154,primary human myeloid DC,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,myeloid.dendritic.cells,PAIRED
GSM1576406,GSE64655,GPL11154,primary human neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,neutrophils,PAIRED
GSM1576428,GSE64655,GPL11154,primary human monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM1576421,GSE64655,GPL11154,primary human B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM1576427,GSE64655,GPL11154,primary human monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM1576392,GSE64655,GPL11154,primary human B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM1576395,GSE64655,GPL11154,primary human myeloid DC,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,myeloid.dendritic.cells,PAIRED
GSM1576423,GSE64655,GPL11154,primary human myeloid DC,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,myeloid.dendritic.cells,PAIRED
GSM1576433,GSE64655,GPL11154,primary human neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,neutrophils,PAIRED
GSM1576398,GSE64655,GPL11154,primary human myeloid DC,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,myeloid.dendritic.cells,PAIRED
GSM1576407,GSE64655,GPL11154,primary human NK cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,NK.cells,PAIRED
GSM1576408,GSE64655,GPL11154,primary human NK cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,NK.cells,PAIRED
GSM1576403,GSE64655,GPL11154,primary human neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,neutrophils,PAIRED
GSM1576404,GSE64655,GPL11154,primary human neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,neutrophils,PAIRED
GSM1576402,GSE64655,GPL11154,primary human monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM1576410,GSE64655,GPL11154,primary human NK cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,NK.cells,PAIRED
GSM1576400,GSE64655,GPL11154,primary human monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM1576391,GSE64655,GPL11154,primary human B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM1576420,GSE64655,GPL11154,primary human B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM1576396,GSE64655,GPL11154,primary human myeloid DC,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,myeloid.dendritic.cells,PAIRED
GSM1576436,GSE64655,GPL11154,primary human NK cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,NK.cells,PAIRED
GSM1576394,GSE64655,GPL11154,primary human B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM1576435,GSE64655,GPL11154,primary human NK cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,NK.cells,PAIRED
GSM1576431,GSE64655,GPL11154,primary human neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,neutrophils,PAIRED
GSM1576429,GSE64655,GPL11154,primary human monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM1576419,GSE64655,GPL11154,primary human B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM1576438,GSE64655,GPL11154,primary human NK cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,NK.cells,PAIRED
GSM1576422,GSE64655,GPL11154,primary human B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM1576434,GSE64655,GPL11154,primary human neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,neutrophils,PAIRED
GSM1576432,GSE64655,GPL11154,primary human neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,neutrophils,PAIRED
GSM1812003,GSE70620;GSE70709,GPL11154,Treg cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM1812002,GSE70620;GSE70709,GPL11154,Treg cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM1939602,GSE74978;GSE74979,GPL11154,CD14+ cells from peripheral blood,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM2059903,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059904,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059902,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059933,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059895,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059907,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059928,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059923,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059898,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059897,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059894,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059929,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059916,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059924,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059899,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059932,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059911,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059918,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059906,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059920,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059931,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059930,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059901,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059910,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059921,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059909,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059922,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059915,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059926,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059896,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059900,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059925,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059919,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059913,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059908,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059914,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059905,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059912,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059917,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2059927,GSE77808,GPL16791,NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,NK.cells,PAIRED
GSM2359395,GSE89134,GPL16791,Sorted Naive CD8,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,naive.CD8.T.cells,PAIRED
GSM2359396,GSE89134,GPL16791,Sorted Naive CD8,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,naive.CD8.T.cells,PAIRED
GSM2361351,GSE89225,GPL16791,cd177negtreg_tumor_patient10,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2361352,GSE89225,GPL16791,cd177negtreg_tumor_patient2,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2361353,GSE89225,GPL16791,cd177negtreg_tumor_patient3,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2361354,GSE89225,GPL16791,cd177negtreg_tumor_patient4,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2361355,GSE89225,GPL16791,cd177negtreg_tumor_patient6,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2361356,GSE89225,GPL16791,cd177postreg_tumor_patient10,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2361357,GSE89225,GPL16791,cd177postreg_tumor_patient2,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2361358,GSE89225,GPL16791,cd177postreg_tumor_patient3,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2361359,GSE89225,GPL16791,cd177postreg_tumor_patient4,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2361360,GSE89225,GPL16791,cd177postreg_tumor_patient6,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2361365,GSE89225,GPL16791,Conventional CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2361366,GSE89225,GPL16791,Conventional CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2361367,GSE89225,GPL16791,Conventional CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2361368,GSE89225,GPL16791,Conventional CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2361369,GSE89225,GPL16791,Conventional CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2361370,GSE89225,GPL16791,Conventional CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2361371,GSE89225,GPL16791,Conventional CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2361372,GSE89225,GPL16791,Conventional CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2361378,GSE89225,GPL16791,Conventional CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2361379,GSE89225,GPL16791,Conventional CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2361380,GSE89225,GPL16791,Conventional CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2361381,GSE89225,GPL16791,Conventional CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2361382,GSE89225,GPL16791,Conventional CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2361383,GSE89225,GPL16791,Conventional CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2361384,GSE89225,GPL16791,Conventional CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2361393,GSE89225,GPL16791,treg_NBP_patient2,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2361394,GSE89225,GPL16791,treg_NBP_patient3,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2361395,GSE89225,GPL16791,treg_NBP_patient4,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2361396,GSE89225,GPL16791,treg_NBP_patient7,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2361397,GSE89225,GPL16791,treg_NBP_patient8,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2361398,GSE89225,GPL16791,treg_NBP_patient9,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2361399,GSE89225,GPL16791,treg_tumor_patient1,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2361403,GSE89225,GPL16791,treg_tumor_patient5,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2361404,GSE89225,GPL16791,treg_tumor_patient8,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2473275,GSE94330,GPL11154,Raji B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM2473278,GSE94330,GPL11154,Raji B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM2473268,GSE94330,GPL11154,Raji B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM2473276,GSE94330,GPL11154,Raji B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM2473283,GSE94330,GPL11154,Raji B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM2473285,GSE94330,GPL11154,Raji B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM2473269,GSE94330,GPL11154,Raji B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM2473291,GSE94330,GPL11154,Raji B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM2473267,GSE94330,GPL11154,Raji B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM2473270,GSE94330,GPL11154,Raji B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM2473287,GSE94330,GPL11154,Raji B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM2473277,GSE94330,GPL11154,Raji B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM2473289,GSE94330,GPL11154,Raji B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM3019900,GSE110999,GPL11154,CD19+ CD11c- IgD+ CD38int Naive B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100.0145405,naive.B.cells,PAIRED
GSM3019904,GSE110999,GPL11154,CD19+ CD11c- IgD+ CD38int Naive B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100.021133,naive.B.cells,PAIRED
GSM2645559,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.2543153,CD8.T.cells,PAIRED
GSM2645553,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.2881141,CD8.T.cells,PAIRED
GSM2645571,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.435193,CD8.T.cells,PAIRED
GSM2645550,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.4562983,CD8.T.cells,PAIRED
GSM2645575,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.4887489,CD8.T.cells,PAIRED
GSM2645565,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.6479991,CD8.T.cells,PAIRED
GSM2645567,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.6580448,CD8.T.cells,PAIRED
GSM2645570,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.6595572,CD8.T.cells,PAIRED
GSM2645576,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.6626884,CD8.T.cells,PAIRED
GSM2645549,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.6650004,CD8.T.cells,PAIRED
GSM2645566,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.6666519,CD8.T.cells,PAIRED
GSM2645546,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.6762326,CD8.T.cells,PAIRED
GSM2645564,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.6780628,CD8.T.cells,PAIRED
GSM2645562,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.6852823,CD8.T.cells,PAIRED
GSM2645554,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.6877404,CD8.T.cells,PAIRED
GSM2645558,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.6975338,CD8.T.cells,PAIRED
GSM2645552,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.6999064,CD8.T.cells,PAIRED
GSM2645573,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.7039194,CD8.T.cells,PAIRED
GSM2645547,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.7148729,CD8.T.cells,PAIRED
GSM2645555,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.716719,CD8.T.cells,PAIRED
GSM2645574,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.7185234,CD8.T.cells,PAIRED
GSM2645563,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.7321678,CD8.T.cells,PAIRED
GSM2645577,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.733655,CD8.T.cells,PAIRED
GSM2645572,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.75644,CD8.T.cells,PAIRED
GSM2645560,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.7568647,CD8.T.cells,PAIRED
GSM2645556,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.7914913,CD8.T.cells,PAIRED
GSM2645557,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.8159444,CD8.T.cells,PAIRED
GSM2645561,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.8305253,CD8.T.cells,PAIRED
GSM2645569,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.8403047,CD8.T.cells,PAIRED
GSM2645548,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.882111,CD8.T.cells,PAIRED
GSM2645568,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),100.8866601,CD8.T.cells,PAIRED
GSM3019922,GSE110999,GPL11154,CD19+ CD11c- IgD- CD38- Memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.4945586,memory.B.cells,PAIRED
GSM3019918,GSE110999,GPL11154,CD19+ CD11c- IgD- CD38- Memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.584322,memory.B.cells,PAIRED
GSM3019926,GSE110999,GPL11154,CD19+ CD11c- IgD- CD38- Memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.604139,memory.B.cells,PAIRED
GSM3019916,GSE110999,GPL11154,CD19+ CD11c- IgD+ CD38int Naive B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.6057287,naive.B.cells,PAIRED
GSM3019908,GSE110999,GPL11154,CD19+ CD11c- IgD+ CD38int Naive B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.6171925,naive.B.cells,PAIRED
GSM3019911,GSE110999,GPL11154,CD19+ CD11c- IgD- CD38int Memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.6289775,memory.B.cells,PAIRED
GSM3019917,GSE110999,GPL11154,CD19+ CD11chi IgD- CD38- B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.6400381,B.cells,PAIRED
GSM3019928,GSE110999,GPL11154,CD19+ CD11c- IgD+ CD38int Naive B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.6440393,naive.B.cells,PAIRED
GSM3019925,GSE110999,GPL11154,CD19+ CD11chi IgD- CD38- B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.6528076,B.cells,PAIRED
GSM3019907,GSE110999,GPL11154,CD19+ CD11c- IgD- CD38int Memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.6588446,memory.B.cells,PAIRED
GSM3019909,GSE110999,GPL11154,CD19+ CD11chi IgD- CD38- B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.6671412,B.cells,PAIRED
GSM3019905,GSE110999,GPL11154,CD19+ CD11chi IgD- CD38- B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.6738266,B.cells,PAIRED
GSM3019924,GSE110999,GPL11154,CD19+ CD11c- IgD+ CD38int Naive B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.6739543,naive.B.cells,PAIRED
GSM3019912,GSE110999,GPL11154,CD19+ CD11c- IgD+ CD38int Naive B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.6785983,naive.B.cells,PAIRED
GSM3019921,GSE110999,GPL11154,CD19+ CD11chi IgD- CD38- B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.6795738,B.cells,PAIRED
